Filename: /Users/nkrell/Box Sync/Kenya/rem-sense/S1A_IW_GRDH_1SDV_20170126T154808_20170126T154833_015004_018819_7091_Cal_TC.data/Sigma0_VV_TC_db												
ROI: mrc_ranch_house [Red] 195 points												
Basic Stats	       Min	     Max	     Mean	   Stdev								
     Band 1	-20.208261	6.025762	-8.866403	5.289712				ROI	Min	Max	Mean	Stdev
Histogram  	        DN	   Npts	  Total	 Percent	 Acc Pct			mrc_ranch_house	-20.208261	6.025762	-8.866403	5.289712
           	-8.701039	1	1781	0.056	99.7759							
           	-8.644919	1	1782	0.056	99.8319							
           	-8.588798	0	1782	0	99.8319							
           	-8.532678	0	1782	0	99.8319							
           	-8.476557	0	1782	0	99.8319							
           	-8.420437	1	1783	0.056	99.888							
           	-8.364316	0	1783	0	99.888							
           	-8.308196	0	1783	0	99.888							
           	-8.252076	0	1783	0	99.888							
           	-8.195955	1	1784	0.056	99.944							
           	-8.139835	0	1784	0	99.944							
           	-8.083714	0	1784	0	99.944							
           	-8.027594	0	1784	0	99.944							
           	-7.971473	0	1784	0	99.944							
           	-7.915353	0	1784	0	99.944							
           	-7.859233	0	1784	0	99.944							
           	-7.803112	0	1784	0	99.944							
           	-7.746992	1	1785	0.056	100							
Stats for ROI: bcs_4 [Yellow] 19296 points												
Basic Stats	       Min	      Max	      Mean	   Stdev								
     Band 1	-22.705107	-8.972753	-15.201623	1.817122								
Histogram  	        DN	   Npts	  Total	 Percent	 Acc Pct							
Band 1     	-22.705107	1	1	0.0052	0.0052							
Bin=0.05385	-22.651254	1	2	0.0052	0.0104							
           	-22.597402	0	2	0	0.0104							
           	-22.54355	0	2	0	0.0104							
           	-22.489697	0	2	0	0.0104							
           	-22.435845	0	2	0	0.0104							
           	-22.381993	0	2	0	0.0104							
           	-22.32814	1	3	0.0052	0.0155							
           	-22.274288	1	4	0.0052	0.0207							
           	-22.220435	0	4	0	0.0207							
           	-22.166583	0	4	0	0.0207							
           	-22.112731	1	5	0.0052	0.0259							
           	-22.058878	0	5	0	0.0259							
           	-22.005026	1	6	0.0052	0.0311							
           	-21.951174	1	7	0.0052	0.0363							
           	-21.897321	0	7	0	0.0363							
           	-21.843469	1	8	0.0052	0.0415							
           	-21.789616	1	9	0.0052	0.0466							
           	-21.735764	3	12	0.0155	0.0622							
           	-21.681912	0	12	0	0.0622							
           	-21.628059	2	14	0.0104	0.0726							
           	-21.574207	0	14	0	0.0726							
           	-21.520355	2	16	0.0104	0.0829							
           	-21.466502	0	16	0	0.0829							
           	-21.41265	1	17	0.0052	0.0881							
           	-21.358798	1	18	0.0052	0.0933							
           	-21.304945	0	18	0	0.0933							
           	-21.251093	1	19	0.0052	0.0985							
           	-21.19724	3	22	0.0155	0.114							
           	-21.143388	2	24	0.0104	0.1244							
           	-21.089536	6	30	0.0311	0.1555							
           	-21.035683	6	36	0.0311	0.1866							
           	-20.981831	5	41	0.0259	0.2125							
           	-20.927979	6	47	0.0311	0.2436							
           	-20.874126	2	49	0.0104	0.2539							
           	-20.820274	2	51	0.0104	0.2643							
           	-20.766421	4	55	0.0207	0.285							
           	-20.712569	2	57	0.0104	0.2954							
           	-20.658717	2	59	0.0104	0.3058							
           	-20.604864	3	62	0.0155	0.3213							
           	-20.551012	3	65	0.0155	0.3369							
           	-20.49716	5	70	0.0259	0.3628							
           	-20.443307	6	76	0.0311	0.3939							
           	-20.389455	4	80	0.0207	0.4146							
           	-20.335602	13	93	0.0674	0.482							
           	-20.28175	8	101	0.0415	0.5234							
           	-20.227898	4	105	0.0207	0.5442							
           	-20.174045	7	112	0.0363	0.5804							
           	-20.120193	7	119	0.0363	0.6167							
           	-20.066341	15	134	0.0777	0.6944							
           	-20.012488	8	142	0.0415	0.7359							
           	-19.958636	6	148	0.0311	0.767							
           	-19.904784	11	159	0.057	0.824							
           	-19.850931	10	169	0.0518	0.8758							
           	-19.797079	9	178	0.0466	0.9225							
           	-19.743226	18	196	0.0933	1.0158							
           	-19.689374	13	209	0.0674	1.0831							
           	-19.635522	13	222	0.0674	1.1505							
           	-19.581669	8	230	0.0415	1.192							
           	-19.527817	17	247	0.0881	1.2801							
           	-19.473965	11	258	0.057	1.3371							
           	-19.420112	19	277	0.0985	1.4355							
           	-19.36626	19	296	0.0985	1.534							
           	-19.312407	28	324	0.1451	1.6791							
           	-19.258555	23	347	0.1192	1.7983							
           	-19.204703	16	363	0.0829	1.8812							
           	-19.15085	20	383	0.1036	1.9849							
           	-19.096998	23	406	0.1192	2.1041							
           	-19.043146	33	439	0.171	2.2751							
           	-18.989293	29	468	0.1503	2.4254							
           	-18.935441	33	501	0.171	2.5964							
           	-18.881589	21	522	0.1088	2.7052							
           	-18.827736	38	560	0.1969	2.9022							
           	-18.773884	35	595	0.1814	3.0835							
           	-18.720031	31	626	0.1607	3.2442							
           	-18.666179	30	656	0.1555	3.3997							
           	-18.612327	37	693	0.1917	3.5914							
           	-18.558474	34	727	0.1762	3.7676							
           	-18.504622	52	779	0.2695	4.0371							
           	-18.45077	48	827	0.2488	4.2859							
           	-18.396917	47	874	0.2436	4.5294							
           	-18.343065	41	915	0.2125	4.7419							
           	-18.289212	52	967	0.2695	5.0114							
           	-18.23536	53	1020	0.2747	5.2861							
           	-18.181508	62	1082	0.3213	5.6074							
           	-18.127655	55	1137	0.285	5.8924							
           	-18.073803	54	1191	0.2799	6.1723							
           	-18.019951	93	1284	0.482	6.6542							
           	-17.966098	67	1351	0.3472	7.0015							
           	-17.912246	89	1440	0.4612	7.4627							
           	-17.858394	79	1519	0.4094	7.8721							
           	-17.804541	93	1612	0.482	8.3541							
           	-17.750689	97	1709	0.5027	8.8568							
           	-17.696836	79	1788	0.4094	9.2662							
           	-17.642984	76	1864	0.3939	9.66							
           	-17.589132	100	1964	0.5182	10.1783							
           	-17.535279	111	2075	0.5752	10.7535							
           	-17.481427	99	2174	0.5131	11.2666							
           	-17.427575	110	2284	0.5701	11.8367							
           	-17.373722	124	2408	0.6426	12.4793							
           	-17.31987	104	2512	0.539	13.0182							
           	-17.266017	116	2628	0.6012	13.6194							
           	-17.212165	123	2751	0.6374	14.2568							
           	-17.158313	146	2897	0.7566	15.0135							
           	-17.10446	118	3015	0.6115	15.625							
           	-17.050608	130	3145	0.6737	16.2987							
           	-16.996756	142	3287	0.7359	17.0346							
           	-16.942903	125	3412	0.6478	17.6824							
           	-16.889051	133	3545	0.6893	18.3717							
           	-16.835198	145	3690	0.7515	19.1231							
           	-16.781346	136	3826	0.7048	19.8279							
           	-16.727494	155	3981	0.8033	20.6312							
           	-16.673641	161	4142	0.8344	21.4656							
           	-16.619789	173	4315	0.8966	22.3621							
           	-16.565937	153	4468	0.7929	23.1551							
           	-16.512084	159	4627	0.824	23.9791							
           	-16.458232	175	4802	0.9069	24.886							
           	-16.40438	179	4981	0.9277	25.8136							
           	-16.350527	185	5166	0.9587	26.7724							
           	-16.296675	190	5356	0.9847	27.757							
           	-16.242822	192	5548	0.995	28.7521							
           	-16.18897	185	5733	0.9587	29.7108							
           	-16.135118	224	5957	1.1609	30.8717							
           	-16.081265	200	6157	1.0365	31.9082							
           	-16.027413	207	6364	1.0728	32.9809							
           	-15.973561	225	6589	1.166	34.147							
           	-15.919708	181	6770	0.938	35.085							
           	-15.865856	199	6969	1.0313	36.1163							
           	-15.812003	221	7190	1.1453	37.2616							
           	-15.758151	216	7406	1.1194	38.381							
           	-15.704299	215	7621	1.1142	39.4952							
           	-15.650446	202	7823	1.0468	40.5421							
           	-15.596594	204	8027	1.0572	41.5993							
           	-15.542742	234	8261	1.2127	42.812							
           	-15.488889	218	8479	1.1298	43.9417							
           	-15.435037	188	8667	0.9743	44.916							
           	-15.381185	239	8906	1.2386	46.1546							
           	-15.327332	229	9135	1.1868	47.3414							
           	-15.27348	204	9339	1.0572	48.3986							
           	-15.219627	229	9568	1.1868	49.5854							
           	-15.165775	223	9791	1.1557	50.7411							
           	-15.111923	227	10018	1.1764	51.9175							
           	-15.05807	222	10240	1.1505	53.068							
           	-15.004218	242	10482	1.2541	54.3221							
           	-14.950366	229	10711	1.1868	55.5089							
           	-14.896513	225	10936	1.166	56.675							
           	-14.842661	222	11158	1.1505	57.8255							
           	-14.788808	217	11375	1.1246	58.95							
           	-14.734956	235	11610	1.2179	60.1679							
           	-14.681104	226	11836	1.1712	61.3391							
           	-14.627251	210	12046	1.0883	62.4274							
           	-14.573399	231	12277	1.1971	63.6246							
           	-14.519547	192	12469	0.995	64.6196							
           	-14.465694	217	12686	1.1246	65.7442							
           	-14.411842	212	12898	1.0987	66.8429							
           	-14.357989	205	13103	1.0624	67.9053							
           	-14.304137	208	13311	1.0779	68.9832							
           	-14.250285	173	13484	0.8966	69.8798							
           	-14.196432	210	13694	1.0883	70.9681							
           	-14.14258	195	13889	1.0106	71.9786							
           	-14.088728	209	14098	1.0831	73.0618							
           	-14.034875	205	14303	1.0624	74.1242							
           	-13.981023	190	14493	0.9847	75.1088							
           	-13.927171	198	14691	1.0261	76.135							
           	-13.873318	173	14864	0.8966	77.0315							
           	-13.819466	171	15035	0.8862	77.9177							
           	-13.765613	183	15218	0.9484	78.8661							
           	-13.711761	181	15399	0.938	79.8041							
           	-13.657909	182	15581	0.9432	80.7473							
           	-13.604056	153	15734	0.7929	81.5402							
           	-13.550204	165	15899	0.8551	82.3953							
           	-13.496352	177	16076	0.9173	83.3126							
           	-13.442499	130	16206	0.6737	83.9863							
           	-13.388647	165	16371	0.8551	84.8414							
           	-13.334794	146	16517	0.7566	85.5981							
           	-13.280942	134	16651	0.6944	86.2925							
           	-13.22709	135	16786	0.6996	86.9921							
           	-13.173237	120	16906	0.6219	87.614							
           	-13.119385	134	17040	0.6944	88.3085							
           	-13.065533	127	17167	0.6582	88.9666							
           	-13.01168	130	17297	0.6737	89.6403							
           	-12.957828	123	17420	0.6374	90.2778							
           	-12.903976	111	17531	0.5752	90.853							
           	-12.850123	85	17616	0.4405	91.2935							
           	-12.796271	89	17705	0.4612	91.7548							
           	-12.742418	92	17797	0.4768	92.2316							
           	-12.688566	106	17903	0.5493	92.7809							
           	-12.634714	77	17980	0.399	93.1799							
           	-12.580861	86	18066	0.4457	93.6256							
           	-12.527009	62	18128	0.3213	93.9469							
           	-12.473157	75	18203	0.3887	94.3356							
           	-12.419304	66	18269	0.342	94.6777							
           	-12.365452	71	18340	0.368	95.0456							
           	-12.311599	61	18401	0.3161	95.3617							
           	-12.257747	51	18452	0.2643	95.626							
           	-12.203895	64	18516	0.3317	95.9577							
           	-12.150042	50	18566	0.2591	96.2168							
           	-12.09619	44	18610	0.228	96.4449							
           	-12.042338	46	18656	0.2384	96.6833							
           	-11.988485	56	18712	0.2902	96.9735							
           	-11.934633	39	18751	0.2021	97.1756							
           	-11.880781	43	18794	0.2228	97.3984							
           	-11.826928	31	18825	0.1607	97.5591							
           	-11.773076	36	18861	0.1866	97.7456							
           	-11.719223	36	18897	0.1866	97.9322							
           	-11.665371	37	18934	0.1917	98.124							
           	-11.611519	25	18959	0.1296	98.2535							
           	-11.557666	30	18989	0.1555	98.409							
           	-11.503814	28	19017	0.1451	98.5541							
           	-11.449962	22	19039	0.114	98.6681							
           	-11.396109	24	19063	0.1244	98.7925							
           	-11.342257	16	19079	0.0829	98.8754							
           	-11.288404	21	19100	0.1088	98.9842							
           	-11.234552	16	19116	0.0829	99.0672							
           	-11.1807	18	19134	0.0933	99.1604							
           	-11.126847	15	19149	0.0777	99.2382							
           	-11.072995	16	19165	0.0829	99.3211							
           	-11.019143	12	19177	0.0622	99.3833							
           	-10.96529	11	19188	0.057	99.4403							
           	-10.911438	12	19200	0.0622	99.5025							
           	-10.857585	13	19213	0.0674	99.5699							
           	-10.803733	6	19219	0.0311	99.601							
           	-10.749881	6	19225	0.0311	99.632							
           	-10.696028	4	19229	0.0207	99.6528							
           	-10.642176	4	19233	0.0207	99.6735							
           	-10.588324	8	19241	0.0415	99.715							
           	-10.534471	5	19246	0.0259	99.7409							
           	-10.480619	2	19248	0.0104	99.7512							
           	-10.426767	6	19254	0.0311	99.7823							
           	-10.372914	7	19261	0.0363	99.8186							
           	-10.319062	2	19263	0.0104	99.829							
           	-10.265209	2	19265	0.0104	99.8393							
           	-10.211357	2	19267	0.0104	99.8497							
           	-10.157505	6	19273	0.0311	99.8808							
           	-10.103652	0	19273	0	99.8808							
           	-10.0498	1	19274	0.0052	99.886							
           	-9.995948	3	19277	0.0155	99.9015							
           	-9.942095	3	19280	0.0155	99.9171							
           	-9.888243	0	19280	0	99.9171							
           	-9.83439	3	19283	0.0155	99.9326							
           	-9.780538	3	19286	0.0155	99.9482							
           	-9.726686	2	19288	0.0104	99.9585							
           	-9.672833	0	19288	0	99.9585							
           	-9.618981	2	19290	0.0104	99.9689							
           	-9.565129	0	19290	0	99.9689							
           	-9.511276	2	19292	0.0104	99.9793							
           	-9.457424	1	19293	0.0052	99.9845							
           	-9.403572	0	19293	0	99.9845							
           	-9.349719	0	19293	0	99.9845							
           	-9.295867	0	19293	0	99.9845							
           	-9.242014	0	19293	0	99.9845							
           	-9.188162	1	19294	0.0052	99.9896							
           	-9.13431	1	19295	0.0052	99.9948							
           	-9.080457	0	19295	0	99.9948							
           	-9.026605	0	19295	0	99.9948							
           	-8.972753	1	19296	0.0052	100							
Stats for ROI: bcs_5 [Yellow] 18850 points												
Basic Stats	       Min	       Max	      Mean	   Stdev								
     Band 1	-24.109459	-10.113716	-15.776537	1.849163								
Histogram  	        DN	   Npts	  Total	 Percent	 Acc Pct							
Band 1     	-24.109459	1	1	0.0053	0.0053							
Bin=0.05488	-24.054574	1	2	0.0053	0.0106							
           	-23.999688	0	2	0	0.0106							
           	-23.944803	0	2	0	0.0106							
           	-23.889918	0	2	0	0.0106							
           	-23.835033	0	2	0	0.0106							
           	-23.780147	0	2	0	0.0106							
           	-23.725262	0	2	0	0.0106							
           	-23.670377	0	2	0	0.0106							
           	-23.615492	0	2	0	0.0106							
           	-23.560606	0	2	0	0.0106							
           	-23.505721	0	2	0	0.0106							
           	-23.450836	0	2	0	0.0106							
           	-23.39595	0	2	0	0.0106							
           	-23.341065	0	2	0	0.0106							
           	-23.28618	0	2	0	0.0106							
           	-23.231295	0	2	0	0.0106							
           	-23.176409	1	3	0.0053	0.0159							
           	-23.121524	0	3	0	0.0159							
           	-23.066639	0	3	0	0.0159							
           	-23.011754	0	3	0	0.0159							
           	-22.956868	1	4	0.0053	0.0212							
           	-22.901983	0	4	0	0.0212							
           	-22.847098	0	4	0	0.0212							
           	-22.792213	2	6	0.0106	0.0318							
           	-22.737327	1	7	0.0053	0.0371							
           	-22.682442	0	7	0	0.0371							
           	-22.627557	1	8	0.0053	0.0424							
           	-22.572671	0	8	0	0.0424							
           	-22.517786	1	9	0.0053	0.0477							
           	-22.462901	2	11	0.0106	0.0584							
           	-22.408016	0	11	0	0.0584							
           	-22.35313	1	12	0.0053	0.0637							
           	-22.298245	3	15	0.0159	0.0796							
           	-22.24336	2	17	0.0106	0.0902							
           	-22.188475	0	17	0	0.0902							
           	-22.133589	2	19	0.0106	0.1008							
           	-22.078704	2	21	0.0106	0.1114							
           	-22.023819	0	21	0	0.1114							
           	-21.968934	0	21	0	0.1114							
           	-21.914048	1	22	0.0053	0.1167							
           	-21.859163	3	25	0.0159	0.1326							
           	-21.804278	2	27	0.0106	0.1432							
           	-21.749392	2	29	0.0106	0.1538							
           	-21.694507	2	31	0.0106	0.1645							
           	-21.639622	6	37	0.0318	0.1963							
           	-21.584737	1	38	0.0053	0.2016							
           	-21.529851	2	40	0.0106	0.2122							
           	-21.474966	6	46	0.0318	0.244							
           	-21.420081	4	50	0.0212	0.2653							
           	-21.365196	4	54	0.0212	0.2865							
           	-21.31031	5	59	0.0265	0.313							
           	-21.255425	3	62	0.0159	0.3289							
           	-21.20054	3	65	0.0159	0.3448							
           	-21.145655	8	73	0.0424	0.3873							
           	-21.090769	7	80	0.0371	0.4244							
           	-21.035884	8	88	0.0424	0.4668							
           	-20.980999	4	92	0.0212	0.4881							
           	-20.926114	7	99	0.0371	0.5252							
           	-20.871228	11	110	0.0584	0.5836							
           	-20.816343	9	119	0.0477	0.6313							
           	-20.761458	12	131	0.0637	0.695							
           	-20.706572	11	142	0.0584	0.7533							
           	-20.651687	8	150	0.0424	0.7958							
           	-20.596802	6	156	0.0318	0.8276							
           	-20.541917	10	166	0.0531	0.8806							
           	-20.487031	16	182	0.0849	0.9655							
           	-20.432146	22	204	0.1167	1.0822							
           	-20.377261	14	218	0.0743	1.1565							
           	-20.322376	16	234	0.0849	1.2414							
           	-20.26749	13	247	0.069	1.3103							
           	-20.212605	13	260	0.069	1.3793							
           	-20.15772	18	278	0.0955	1.4748							
           	-20.102835	16	294	0.0849	1.5597							
           	-20.047949	19	313	0.1008	1.6605							
           	-19.993064	17	330	0.0902	1.7507							
           	-19.938179	17	347	0.0902	1.8408							
           	-19.883293	16	363	0.0849	1.9257							
           	-19.828408	30	393	0.1592	2.0849							
           	-19.773523	24	417	0.1273	2.2122							
           	-19.718638	27	444	0.1432	2.3554							
           	-19.663752	18	462	0.0955	2.4509							
           	-19.608867	16	478	0.0849	2.5358							
           	-19.553982	23	501	0.122	2.6578							
           	-19.499097	40	541	0.2122	2.87							
           	-19.444211	41	582	0.2175	3.0875							
           	-19.389326	36	618	0.191	3.2785							
           	-19.334441	45	663	0.2387	3.5172							
           	-19.279556	40	703	0.2122	3.7294							
           	-19.22467	47	750	0.2493	3.9788							
           	-19.169785	47	797	0.2493	4.2281							
           	-19.1149	41	838	0.2175	4.4456							
           	-19.060014	48	886	0.2546	4.7003							
           	-19.005129	43	929	0.2281	4.9284							
           	-18.950244	43	972	0.2281	5.1565							
           	-18.895359	41	1013	0.2175	5.374							
           	-18.840473	66	1079	0.3501	5.7241							
           	-18.785588	59	1138	0.313	6.0371							
           	-18.730703	51	1189	0.2706	6.3077							
           	-18.675818	65	1254	0.3448	6.6525							
           	-18.620932	76	1330	0.4032	7.0557							
           	-18.566047	68	1398	0.3607	7.4164							
           	-18.511162	72	1470	0.382	7.7984							
           	-18.456277	82	1552	0.435	8.2334							
           	-18.401391	76	1628	0.4032	8.6366							
           	-18.346506	78	1706	0.4138	9.0504							
           	-18.291621	78	1784	0.4138	9.4642							
           	-18.236735	79	1863	0.4191	9.8833							
           	-18.18185	88	1951	0.4668	10.3501							
           	-18.126965	89	2040	0.4721	10.8223							
           	-18.07208	96	2136	0.5093	11.3316							
           	-18.017194	91	2227	0.4828	11.8143							
           	-17.962309	106	2333	0.5623	12.3767							
           	-17.907424	109	2442	0.5782	12.9549							
           	-17.852539	107	2549	0.5676	13.5225							
           	-17.797653	120	2669	0.6366	14.1592							
           	-17.742768	121	2790	0.6419	14.8011							
           	-17.687883	112	2902	0.5942	15.3952							
           	-17.632998	133	3035	0.7056	16.1008							
           	-17.578112	130	3165	0.6897	16.7905							
           	-17.523227	134	3299	0.7109	17.5013							
           	-17.468342	167	3466	0.8859	18.3873							
           	-17.413456	120	3586	0.6366	19.0239							
           	-17.358571	132	3718	0.7003	19.7241							
           	-17.303686	150	3868	0.7958	20.5199							
           	-17.248801	161	4029	0.8541	21.374							
           	-17.193915	164	4193	0.87	22.244							
           	-17.13903	166	4359	0.8806	23.1247							
           	-17.084145	147	4506	0.7798	23.9045							
           	-17.02926	181	4687	0.9602	24.8647							
           	-16.974374	177	4864	0.939	25.8037							
           	-16.919489	188	5052	0.9973	26.8011							
           	-16.864604	202	5254	1.0716	27.8727							
           	-16.809719	192	5446	1.0186	28.8912							
           	-16.754833	170	5616	0.9019	29.7931							
           	-16.699948	184	5800	0.9761	30.7692							
           	-16.645063	205	6005	1.0875	31.8568							
           	-16.590177	205	6210	1.0875	32.9443							
           	-16.535292	206	6416	1.0928	34.0371							
           	-16.480407	209	6625	1.1088	35.1459							
           	-16.425522	198	6823	1.0504	36.1963							
           	-16.370636	199	7022	1.0557	37.252							
           	-16.315751	205	7227	1.0875	38.3395							
           	-16.260866	209	7436	1.1088	39.4483							
           	-16.205981	236	7672	1.252	40.7003							
           	-16.151095	208	7880	1.1034	41.8037							
           	-16.09621	238	8118	1.2626	43.0663							
           	-16.041325	223	8341	1.183	44.2493							
           	-15.98644	214	8555	1.1353	45.3846							
           	-15.931554	244	8799	1.2944	46.679							
           	-15.876669	208	9007	1.1034	47.7825							
           	-15.821784	240	9247	1.2732	49.0557							
           	-15.766899	222	9469	1.1777	50.2334							
           	-15.712013	236	9705	1.252	51.4854							
           	-15.657128	195	9900	1.0345	52.5199							
           	-15.602243	217	10117	1.1512	53.6711							
           	-15.547357	245	10362	1.2997	54.9708							
           	-15.492472	250	10612	1.3263	56.2971							
           	-15.437587	203	10815	1.0769	57.374							
           	-15.382702	231	11046	1.2255	58.5995							
           	-15.327816	222	11268	1.1777	59.7772							
           	-15.272931	241	11509	1.2785	61.0557							
           	-15.218046	206	11715	1.0928	62.1485							
           	-15.163161	200	11915	1.061	63.2095							
           	-15.108275	224	12139	1.1883	64.3979							
           	-15.05339	247	12386	1.3103	65.7082							
           	-14.998505	212	12598	1.1247	66.8329							
           	-14.94362	194	12792	1.0292	67.8621							
           	-14.888734	223	13015	1.183	69.0451							
           	-14.833849	186	13201	0.9867	70.0318							
           	-14.778964	204	13405	1.0822	71.1141							
           	-14.724078	190	13595	1.008	72.122							
           	-14.669193	208	13803	1.1034	73.2255							
           	-14.614308	184	13987	0.9761	74.2016							
           	-14.559423	196	14183	1.0398	75.2414							
           	-14.504537	179	14362	0.9496	76.191							
           	-14.449652	188	14550	0.9973	77.1883							
           	-14.394767	182	14732	0.9655	78.1538							
           	-14.339882	159	14891	0.8435	78.9973							
           	-14.284996	183	15074	0.9708	79.9682							
           	-14.230111	139	15213	0.7374	80.7056							
           	-14.175226	169	15382	0.8966	81.6021							
           	-14.120341	154	15536	0.817	82.4191							
           	-14.065455	155	15691	0.8223	83.2414							
           	-14.01057	160	15851	0.8488	84.0902							
           	-13.955685	146	15997	0.7745	84.8647							
           	-13.900799	135	16132	0.7162	85.5809							
           	-13.845914	119	16251	0.6313	86.2122							
           	-13.791029	123	16374	0.6525	86.8647							
           	-13.736144	130	16504	0.6897	87.5544							
           	-13.681258	109	16613	0.5782	88.1326							
           	-13.626373	107	16720	0.5676	88.7003							
           	-13.571488	116	16836	0.6154	89.3156							
           	-13.516603	125	16961	0.6631	89.9788							
           	-13.461717	105	17066	0.557	90.5358							
           	-13.406832	91	17157	0.4828	91.0186							
           	-13.351947	101	17258	0.5358	91.5544							
           	-13.297062	77	17335	0.4085	91.9629							
           	-13.242176	85	17420	0.4509	92.4138							
           	-13.187291	81	17501	0.4297	92.8435							
           	-13.132406	77	17578	0.4085	93.252							
           	-13.07752	73	17651	0.3873	93.6393							
           	-13.022635	88	17739	0.4668	94.1061							
           	-12.96775	64	17803	0.3395	94.4456							
           	-12.912865	62	17865	0.3289	94.7745							
           	-12.857979	63	17928	0.3342	95.1088							
           	-12.803094	52	17980	0.2759	95.3846							
           	-12.748209	65	18045	0.3448	95.7294							
           	-12.693324	48	18093	0.2546	95.9841							
           	-12.638438	52	18145	0.2759	96.2599							
           	-12.583553	36	18181	0.191	96.4509							
           	-12.528668	45	18226	0.2387	96.6897							
           	-12.473783	40	18266	0.2122	96.9019							
           	-12.418897	32	18298	0.1698	97.0716							
           	-12.364012	41	18339	0.2175	97.2891							
           	-12.309127	51	18390	0.2706	97.5597							
           	-12.254241	32	18422	0.1698	97.7294							
           	-12.199356	32	18454	0.1698	97.8992							
           	-12.144471	37	18491	0.1963	98.0955							
           	-12.089586	18	18509	0.0955	98.191							
           	-12.0347	28	18537	0.1485	98.3395							
           	-11.979815	28	18565	0.1485	98.4881							
           	-11.92493	29	18594	0.1538	98.6419							
           	-11.870045	21	18615	0.1114	98.7533							
           	-11.815159	31	18646	0.1645	98.9178							
           	-11.760274	10	18656	0.0531	98.9708							
           	-11.705389	20	18676	0.1061	99.0769							
           	-11.650504	18	18694	0.0955	99.1724							
           	-11.595618	20	18714	0.1061	99.2785							
           	-11.540733	9	18723	0.0477	99.3263							
           	-11.485848	8	18731	0.0424	99.3687							
           	-11.430963	13	18744	0.069	99.4377							
           	-11.376077	9	18753	0.0477	99.4854							
           	-11.321192	9	18762	0.0477	99.5332							
           	-11.266307	9	18771	0.0477	99.5809							
           	-11.211421	7	18778	0.0371	99.618							
           	-11.156536	13	18791	0.069	99.687							
           	-11.101651	9	18800	0.0477	99.7347							
           	-11.046766	2	18802	0.0106	99.7454							
           	-10.99188	6	18808	0.0318	99.7772							
           	-10.936995	9	18817	0.0477	99.8249							
           	-10.88211	3	18820	0.0159	99.8408							
           	-10.827225	3	18823	0.0159	99.8568							
           	-10.772339	4	18827	0.0212	99.878							
           	-10.717454	5	18832	0.0265	99.9045							
           	-10.662569	2	18834	0.0106	99.9151							
           	-10.607684	2	18836	0.0106	99.9257							
           	-10.552798	1	18837	0.0053	99.931							
           	-10.497913	1	18838	0.0053	99.9363							
           	-10.443028	2	18840	0.0106	99.9469							
           	-10.388142	3	18843	0.0159	99.9629							
           	-10.333257	2	18845	0.0106	99.9735							
           	-10.278372	0	18845	0	99.9735							
           	-10.223487	2	18847	0.0106	99.9841							
           	-10.168601	2	18849	0.0106	99.9947							
           	-10.113716	1	18850	0.0053	100							
Stats for ROI: glade_1_? [Magenta] 48 points												
Basic Stats	       Min	      Max	      Mean	   Stdev								
     Band 1	-19.913187	-6.189866	-12.695884	3.303929								
Histogram  	        DN	   Npts	  Total	 Percent	 Acc Pct							
Band 1     	-19.913187	1	1	2.0833	2.0833							
Bin=0.05381	-19.85937	0	1	0	2.0833							
           	-19.805553	0	1	0	2.0833							
           	-19.751736	0	1	0	2.0833							
           	-19.697919	0	1	0	2.0833							
           	-19.644102	0	1	0	2.0833							
           	-19.590285	0	1	0	2.0833							
           	-19.536468	0	1	0	2.0833							
           	-19.482651	0	1	0	2.0833							
           	-19.428835	0	1	0	2.0833							
           	-19.375018	0	1	0	2.0833							
           	-19.321201	0	1	0	2.0833							
           	-19.267384	0	1	0	2.0833							
           	-19.213567	0	1	0	2.0833							
           	-19.15975	0	1	0	2.0833							
           	-19.105933	0	1	0	2.0833							
           	-19.052116	0	1	0	2.0833							
           	-18.998299	0	1	0	2.0833							
           	-18.944482	0	1	0	2.0833							
           	-18.890665	0	1	0	2.0833							
           	-18.836848	0	1	0	2.0833							
           	-18.783031	0	1	0	2.0833							
           	-18.729214	0	1	0	2.0833							
           	-18.675397	0	1	0	2.0833							
           	-18.62158	0	1	0	2.0833							
           	-18.567763	0	1	0	2.0833							
           	-18.513946	0	1	0	2.0833							
           	-18.46013	0	1	0	2.0833							
           	-18.406313	0	1	0	2.0833							
           	-18.352496	0	1	0	2.0833							
           	-18.298679	0	1	0	2.0833							
           	-18.244862	0	1	0	2.0833							
           	-18.191045	0	1	0	2.0833							
           	-18.137228	0	1	0	2.0833							
           	-18.083411	1	2	2.0833	4.1667							
           	-18.029594	0	2	0	4.1667							
           	-17.975777	0	2	0	4.1667							
           	-17.92196	0	2	0	4.1667							
           	-17.868143	0	2	0	4.1667							
           	-17.814326	0	2	0	4.1667							
           	-17.760509	0	2	0	4.1667							
           	-17.706692	0	2	0	4.1667							
           	-17.652875	0	2	0	4.1667							
           	-17.599058	0	2	0	4.1667							
           	-17.545241	0	2	0	4.1667							
           	-17.491425	0	2	0	4.1667							
           	-17.437608	0	2	0	4.1667							
           	-17.383791	1	3	2.0833	6.25							
           	-17.329974	1	4	2.0833	8.3333							
           	-17.276157	0	4	0	8.3333							
           	-17.22234	0	4	0	8.3333							
           	-17.168523	0	4	0	8.3333							
           	-17.114706	0	4	0	8.3333							
           	-17.060889	0	4	0	8.3333							
           	-17.007072	0	4	0	8.3333							
