Filename: /Users/nkrell/Box Sync/Kenya/rem-sense/S1A_IW_GRDH_1SDV_20170126T154808_20170126T154833_015004_018819_7091_Cal_TC.data/Sigma0_VV_TC_db												
ROI: mrc_ranch_house [Red] 195 points												
Basic Stats	       Min	     Max	     Mean	   Stdev								
     Band 1	-20.208261	6.025762	-8.866403	5.289712				ROI	Min	Max	Mean	Stdev
Histogram  	        DN	   Npts	  Total	 Percent	 Acc Pct			mrc_ranch_house	-20.208261	6.025762	-8.866403	5.289712
           	-19.341931	0	1	0	0.1333							
           	-19.299631	0	1	0	0.1333							
           	-19.257331	0	1	0	0.1333							
           	-19.215031	0	1	0	0.1333							
           	-19.172731	1	2	0.1333	0.2667							
           	-19.130431	0	2	0	0.2667							
           	-19.088131	1	3	0.1333	0.4							
           	-19.045831	0	3	0	0.4							
           	-19.003531	0	3	0	0.4							
           	-18.961231	0	3	0	0.4							
           	-18.918931	0	3	0	0.4							
           	-18.876631	0	3	0	0.4							
           	-18.834331	2	5	0.2667	0.6667							
           	-18.792032	0	5	0	0.6667							
           	-18.749732	0	5	0	0.6667							
           	-18.707432	0	5	0	0.6667							
           	-18.665132	0	5	0	0.6667							
           	-18.622832	0	5	0	0.6667							
           	-18.580532	0	5	0	0.6667							
           	-18.538232	1	6	0.1333	0.8							
           	-18.495932	0	6	0	0.8							
           	-18.453632	0	6	0	0.8							
           	-18.411332	0	6	0	0.8							
           	-18.369032	0	6	0	0.8							
           	-18.326732	0	6	0	0.8							
           	-18.284432	0	6	0	0.8							
           	-18.242132	0	6	0	0.8							
           	-18.199832	0	6	0	0.8							
           	-18.157532	0	6	0	0.8							
           	-18.115232	0	6	0	0.8							
           	-18.072932	0	6	0	0.8							
           	-18.030632	0	6	0	0.8							
           	-17.988332	0	6	0	0.8							
           	-17.946032	1	7	0.1333	0.9333							
           	-17.903732	0	7	0	0.9333							
           	-17.861433	0	7	0	0.9333							
           	-17.819133	2	9	0.2667	1.2							
           	-17.776833	0	9	0	1.2							
           	-17.734533	2	11	0.2667	1.4667							
           	-17.692233	0	11	0	1.4667							
           	-17.649933	0	11	0	1.4667							
           	-17.607633	0	11	0	1.4667							
           	-17.565333	0	11	0	1.4667							
           	-17.523033	1	12	0.1333	1.6							
           	-17.480733	1	13	0.1333	1.7333							
           	-17.438433	1	14	0.1333	1.8667							
           	-17.396133	1	15	0.1333	2							
           	-17.353833	0	15	0	2							
           	-17.311533	0	15	0	2							
           	-17.269233	1	16	0.1333	2.1333							
           	-17.226933	5	21	0.6667	2.8							
           	-17.184633	1	22	0.1333	2.9333							
           	-17.142333	1	23	0.1333	3.0667							
           	-17.100033	3	26	0.4	3.4667							
           	-17.057733	2	28	0.2667	3.7333							
           	-17.015433	1	29	0.1333	3.8667							
           	-16.973133	0	29	0	3.8667							
           	-16.930833	2	31	0.2667	4.1333							
           	-16.888534	1	32	0.1333	4.2667							
           	-16.846234	0	32	0	4.2667							
           	-16.803934	2	34	0.2667	4.5333							
           	-16.761634	1	35	0.1333	4.6667							
           	-16.719334	2	37	0.2667	4.9333							
           	-16.677034	0	37	0	4.9333							
           	-16.634734	0	37	0	4.9333							
           	-16.592434	1	38	0.1333	5.0667							
           	-16.550134	1	39	0.1333	5.2							
           	-16.507834	1	40	0.1333	5.3333							
           	-16.465534	3	43	0.4	5.7333							
           	-16.423234	2	45	0.2667	6							
           	-16.380934	1	46	0.1333	6.1333							
           	-16.338634	1	47	0.1333	6.2667							
           	-16.296334	2	49	0.2667	6.5333							
           	-16.254034	4	53	0.5333	7.0667							
           	-16.211734	0	53	0	7.0667							
           	-16.169434	3	56	0.4	7.4667							
           	-16.127134	3	59	0.4	7.8667							
           	-16.084834	1	60	0.1333	8							
           	-16.042534	1	61	0.1333	8.1333							
           	-16.000234	4	65	0.5333	8.6667							
           	-15.957935	1	66	0.1333	8.8							
           	-15.915635	4	70	0.5333	9.3333							
           	-15.873335	3	73	0.4	9.7333							
           	-15.831035	3	76	0.4	10.1333							
           	-15.788735	3	79	0.4	10.5333							
           	-15.746435	9	88	1.2	11.7333							
           	-15.704135	2	90	0.2667	12							
           	-15.661835	2	92	0.2667	12.2667							
           	-15.619535	2	94	0.2667	12.5333							
           	-15.577235	4	98	0.5333	13.0667							
           	-15.534935	5	103	0.6667	13.7333							
           	-15.492635	4	107	0.5333	14.2667							
           	-15.450335	5	112	0.6667	14.9333							
           	-15.408035	6	118	0.8	15.7333							
           	-15.365735	2	120	0.2667	16							
           	-15.323435	7	127	0.9333	16.9333							
           	-15.281135	2	129	0.2667	17.2							
           	-15.238835	5	134	0.6667	17.8667							
           	-15.196535	2	136	0.2667	18.1333							
           	-15.154235	6	142	0.8	18.9333							
           	-15.111935	4	146	0.5333	19.4667							
           	-15.069635	3	149	0.4	19.8667							
           	-15.027336	6	155	0.8	20.6667							
           	-14.985036	4	159	0.5333	21.2							
           	-14.942736	8	167	1.0667	22.2667							
           	-14.900436	3	170	0.4	22.6667							
           	-14.858136	3	173	0.4	23.0667							
           	-14.815836	4	177	0.5333	23.6							
           	-14.773536	7	184	0.9333	24.5333							
           	-14.731236	8	192	1.0667	25.6							
           	-14.688936	12	204	1.6	27.2							
           	-14.646636	7	211	0.9333	28.1333							
           	-14.604336	7	218	0.9333	29.0667							
           	-14.562036	7	225	0.9333	30							
           	-14.519736	4	229	0.5333	30.5333							
           	-14.477436	2	231	0.2667	30.8							
           	-14.435136	3	234	0.4	31.2							
           	-14.392836	3	237	0.4	31.6							
           	-14.350536	5	242	0.6667	32.2667							
           	-14.308236	8	250	1.0667	33.3333							
           	-14.265936	6	256	0.8	34.1333							
           	-14.223636	9	265	1.2	35.3333							
           	-14.181336	7	272	0.9333	36.2667							
           	-14.139036	13	285	1.7333	38							
           	-14.096737	6	291	0.8	38.8							
           	-14.054437	3	294	0.4	39.2							
           	-14.012137	9	303	1.2	40.4							
           	-13.969837	5	308	0.6667	41.0667							
           	-13.927537	7	315	0.9333	42							
           	-13.885237	6	321	0.8	42.8							
           	-13.842937	8	329	1.0667	43.8667							
           	-13.800637	2	331	0.2667	44.1333							
           	-13.758337	5	336	0.6667	44.8							
           	-13.716037	5	341	0.6667	45.4667							
           	-13.673737	6	347	0.8	46.2667							
           	-13.631437	9	356	1.2	47.4667							
           	-13.589137	12	368	1.6	49.0667							
           	-13.546837	4	372	0.5333	49.6							
           	-13.504537	7	379	0.9333	50.5333							
           	-13.462237	5	384	0.6667	51.2							
           	-13.419937	5	389	0.6667	51.8667							
           	-13.377637	5	394	0.6667	52.5333							
           	-13.335337	6	400	0.8	53.3333							
           	-13.293037	4	404	0.5333	53.8667							
           	-13.250737	8	412	1.0667	54.9333							
           	-13.208437	8	420	1.0667	56							
           	-13.166137	9	429	1.2	57.2							
           	-13.123838	5	434	0.6667	57.8667							
           	-13.081538	12	446	1.6	59.4667							
           	-13.039238	9	455	1.2	60.6667							
           	-12.996938	5	460	0.6667	61.3333							
           	-12.954638	3	463	0.4	61.7333							
           	-12.912338	5	468	0.6667	62.4							
           	-12.870038	6	474	0.8	63.2							
           	-12.827738	7	481	0.9333	64.1333							
           	-12.785438	7	488	0.9333	65.0667							
           	-12.743138	7	495	0.9333	66							
           	-12.700838	7	502	0.9333	66.9333							
           	-12.658538	5	507	0.6667	67.6							
           	-12.616238	7	514	0.9333	68.5333							
           	-12.573938	6	520	0.8	69.3333							
           	-12.531638	5	525	0.6667	70							
           	-12.489338	6	531	0.8	70.8							
           	-12.447038	5	536	0.6667	71.4667							
           	-12.404738	3	539	0.4	71.8667							
           	-12.362438	7	546	0.9333	72.8							
           	-12.320138	6	552	0.8	73.6							
           	-12.277838	5	557	0.6667	74.2667							
           	-12.235538	6	563	0.8	75.0667							
           	-12.193239	5	568	0.6667	75.7333							
           	-12.150939	7	575	0.9333	76.6667							
           	-12.108639	4	579	0.5333	77.2							
           	-12.066339	9	588	1.2	78.4							
           	-12.024039	6	594	0.8	79.2							
           	-11.981739	1	595	0.1333	79.3333							
           	-11.939439	3	598	0.4	79.7333							
           	-11.897139	9	607	1.2	80.9333							
           	-11.854839	4	611	0.5333	81.4667							
           	-11.812539	3	614	0.4	81.8667							
           	-11.770239	3	617	0.4	82.2667							
           	-11.727939	4	621	0.5333	82.8							
           	-11.685639	4	625	0.5333	83.3333							
           	-11.643339	5	630	0.6667	84							
           	-11.601039	3	633	0.4	84.4							
           	-11.558739	1	634	0.1333	84.5333							
           	-11.516439	1	635	0.1333	84.6667							
           	-11.474139	5	640	0.6667	85.3333							
           	-11.431839	2	642	0.2667	85.6							
           	-11.389539	2	644	0.2667	85.8667							
           	-11.347239	4	648	0.5333	86.4							
           	-11.304939	1	649	0.1333	86.5333							
           	-11.26264	4	653	0.5333	87.0667							
           	-11.22034	2	655	0.2667	87.3333							
           	-11.17804	4	659	0.5333	87.8667							
           	-11.13574	1	660	0.1333	88							
           	-11.09344	2	662	0.2667	88.2667							
           	-11.05114	4	666	0.5333	88.8							
           	-11.00884	2	668	0.2667	89.0667							
           	-10.96654	4	672	0.5333	89.6							
           	-10.92424	1	673	0.1333	89.7333							
           	-10.88194	6	679	0.8	90.5333							
           	-10.83964	5	684	0.6667	91.2							
           	-10.79734	4	688	0.5333	91.7333							
           	-10.75504	0	688	0	91.7333							
           	-10.71274	5	693	0.6667	92.4							
           	-10.67044	2	695	0.2667	92.6667							
           	-10.62814	5	700	0.6667	93.3333							
           	-10.58584	4	704	0.5333	93.8667							
           	-10.54354	3	707	0.4	94.2667							
           	-10.50124	1	708	0.1333	94.4							
           	-10.45894	2	710	0.2667	94.6667							
           	-10.41664	1	711	0.1333	94.8							
           	-10.37434	2	713	0.2667	95.0667							
           	-10.332041	1	714	0.1333	95.2							
           	-10.289741	2	716	0.2667	95.4667							
           	-10.247441	2	718	0.2667	95.7333							
           	-10.205141	2	720	0.2667	96							
           	-10.162841	2	722	0.2667	96.2667							
           	-10.120541	2	724	0.2667	96.5333							
           	-10.078241	0	724	0	96.5333							
           	-10.035941	2	726	0.2667	96.8							
           	-9.993641	1	727	0.1333	96.9333							
           	-9.951341	1	728	0.1333	97.0667							
           	-9.909041	2	730	0.2667	97.3333							
           	-9.866741	1	731	0.1333	97.4667							
           	-9.824441	2	733	0.2667	97.7333							
           	-9.782141	1	734	0.1333	97.8667							
           	-9.739841	2	736	0.2667	98.1333							
           	-9.697541	1	737	0.1333	98.2667							
           	-9.655241	2	739	0.2667	98.5333							
           	-9.612941	0	739	0	98.5333							
           	-9.570641	0	739	0	98.5333							
           	-9.528341	0	739	0	98.5333							
           	-9.486041	0	739	0	98.5333							
           	-9.443741	0	739	0	98.5333							
           	-9.401441	0	739	0	98.5333							
           	-9.359142	1	740	0.1333	98.6667							
           	-9.316842	2	742	0.2667	98.9333							
           	-9.274542	1	743	0.1333	99.0667							
           	-9.232242	0	743	0	99.0667							
           	-9.189942	0	743	0	99.0667							
           	-9.147642	1	744	0.1333	99.2							
           	-9.105342	1	745	0.1333	99.3333							
           	-9.063042	0	745	0	99.3333							
           	-9.020742	0	745	0	99.3333							
           	-8.978442	0	745	0	99.3333							
           	-8.936142	1	746	0.1333	99.4667							
           	-8.893842	0	746	0	99.4667							
           	-8.851542	1	747	0.1333	99.6							
           	-8.809242	0	747	0	99.6							
           	-8.766942	0	747	0	99.6							
           	-8.724642	1	748	0.1333	99.7333							
           	-8.682342	1	749	0.1333	99.8667							
           	-8.640042	1	750	0.1333	100							
Stats for ROI: adjacent_river_4 [Green] 1184 points												
Basic Stats	       Min	      Max	      Mean	   Stdev								
     Band 1	-20.452566	-6.830183	-12.83345	2.124761								
Histogram  	        DN	   Npts	  Total	 Percent	 Acc Pct							
Band 1     	-20.452566	1	1	0.0845	0.0845							
Bin=0.05342	-20.399145	0	1	0	0.0845							
           	-20.345724	0	1	0	0.0845							
           	-20.292303	0	1	0	0.0845							
           	-20.238882	0	1	0	0.0845							
           	-20.185461	0	1	0	0.0845							
           	-20.132039	0	1	0	0.0845							
           	-20.078618	0	1	0	0.0845							
           	-20.025197	0	1	0	0.0845							
           	-19.971776	0	1	0	0.0845							
           	-19.918355	0	1	0	0.0845							
           	-19.864934	1	2	0.0845	0.1689							
           	-19.811513	0	2	0	0.1689							
           	-19.758092	0	2	0	0.1689							
           	-19.704671	2	4	0.1689	0.3378							
           	-19.651249	1	5	0.0845	0.4223							
           	-19.597828	0	5	0	0.4223							
           	-19.544407	0	5	0	0.4223							
           	-19.490986	0	5	0	0.4223							
           	-19.437565	1	6	0.0845	0.5068							
           	-19.384144	0	6	0	0.5068							
           	-19.330723	0	6	0	0.5068							
           	-19.277302	0	6	0	0.5068							
           	-19.223881	1	7	0.0845	0.5912							
           	-19.170459	0	7	0	0.5912							
           	-19.117038	0	7	0	0.5912							
           	-19.063617	0	7	0	0.5912							
           	-19.010196	0	7	0	0.5912							
           	-18.956775	0	7	0	0.5912							
           	-18.903354	0	7	0	0.5912							
           	-18.849933	0	7	0	0.5912							
           	-18.796512	0	7	0	0.5912							
           	-18.743091	0	7	0	0.5912							
           	-18.689669	0	7	0	0.5912							
           	-18.636248	1	8	0.0845	0.6757							
           	-18.582827	0	8	0	0.6757							
           	-18.529406	0	8	0	0.6757							
           	-18.475985	1	9	0.0845	0.7601							
           	-18.422564	0	9	0	0.7601							
           	-18.369143	0	9	0	0.7601							
           	-18.315722	0	9	0	0.7601							
           	-18.262301	0	9	0	0.7601							
           	-18.208879	1	10	0.0845	0.8446							
           	-18.155458	0	10	0	0.8446							
           	-18.102037	3	13	0.2534	1.098							
           	-18.048616	2	15	0.1689	1.2669							
           	-17.995195	0	15	0	1.2669							
           	-17.941774	1	16	0.0845	1.3514							
           	-17.888353	0	16	0	1.3514							
           	-17.834932	1	17	0.0845	1.4358							
           	-17.781511	0	17	0	1.4358							
           	-17.728089	2	19	0.1689	1.6047							
           	-17.674668	0	19	0	1.6047							
           	-17.621247	2	21	0.1689	1.7736							
           	-17.567826	0	21	0	1.7736							
           	-17.514405	3	24	0.2534	2.027							
           	-17.460984	1	25	0.0845	2.1115							
           	-17.407563	1	26	0.0845	2.1959							
           	-17.354142	2	28	0.1689	2.3649							
           	-17.300721	0	28	0	2.3649							
           	-17.247299	1	29	0.0845	2.4493							
           	-17.193878	1	30	0.0845	2.5338							
           	-17.140457	1	31	0.0845	2.6182							
           	-17.087036	1	32	0.0845	2.7027							
           	-17.033615	2	34	0.1689	2.8716							
           	-16.980194	2	36	0.1689	3.0405							
           	-16.926773	3	39	0.2534	3.2939							
           	-16.873352	1	40	0.0845	3.3784							
           	-16.819931	3	43	0.2534	3.6318							
           	-16.766509	1	44	0.0845	3.7162							
           	-16.713088	4	48	0.3378	4.0541							
           	-16.659667	2	50	0.1689	4.223							
           	-16.606246	2	52	0.1689	4.3919							
           	-16.552825	2	54	0.1689	4.5608							
           	-16.499404	5	59	0.4223	4.9831							
           	-16.445983	3	62	0.2534	5.2365							
           	-16.392562	4	66	0.3378	5.5743							
           	-16.339141	3	69	0.2534	5.8277							
           	-16.285719	4	73	0.3378	6.1655							
           	-16.232298	2	75	0.1689	6.3345							
           	-16.178877	5	80	0.4223	6.7568							
           	-16.125456	2	82	0.1689	6.9257							
           	-16.072035	3	85	0.2534	7.1791							
           	-16.018614	5	90	0.4223	7.6014							
           	-15.965193	5	95	0.4223	8.0236							
           	-15.911772	4	99	0.3378	8.3615							
           	-15.858351	4	103	0.3378	8.6993							
           	-15.804929	4	107	0.3378	9.0372							
           	-15.751508	4	111	0.3378	9.375							
           	-15.698087	9	120	0.7601	10.1351							
           	-15.644666	3	123	0.2534	10.3885							
           	-15.591245	5	128	0.4223	10.8108							
           	-15.537824	3	131	0.2534	11.0642							
           	-15.484403	3	134	0.2534	11.3176							
           	-15.430982	3	137	0.2534	11.5709							
           	-15.37756	9	146	0.7601	12.3311							
           	-15.324139	4	150	0.3378	12.6689							
           	-15.270718	9	159	0.7601	13.4291							
           	-15.217297	2	161	0.1689	13.598							
           	-15.163876	10	171	0.8446	14.4426							
           	-15.110455	6	177	0.5068	14.9493							
           	-15.057034	4	181	0.3378	15.2872							
           	-15.003613	6	187	0.5068	15.7939							
           	-14.950192	5	192	0.4223	16.2162							
           	-14.89677	2	194	0.1689	16.3851							
           	-14.843349	7	201	0.5912	16.9764							
           	-14.789928	6	207	0.5068	17.4831							
           	-14.736507	6	213	0.5068	17.9899							
           	-14.683086	11	224	0.9291	18.9189							
           	-14.629665	8	232	0.6757	19.5946							
           	-14.576244	4	236	0.3378	19.9324							
           	-14.522823	11	247	0.9291	20.8615							
           	-14.469402	9	256	0.7601	21.6216							
           	-14.41598	6	262	0.5068	22.1284							
           	-14.362559	7	269	0.5912	22.7196							
           	-14.309138	13	282	1.098	23.8176							
           	-14.255717	3	285	0.2534	24.0709							
           	-14.202296	10	295	0.8446	24.9155							
           	-14.148875	9	304	0.7601	25.6757							
           	-14.095454	12	316	1.0135	26.6892							
           	-14.042033	16	332	1.3514	28.0405							
           	-13.988612	7	339	0.5912	28.6318							
           	-13.93519	10	349	0.8446	29.4764							
           	-13.881769	13	362	1.098	30.5743							
           	-13.828348	16	378	1.3514	31.9257							
           	-13.774927	9	387	0.7601	32.6858							
           	-13.721506	13	400	1.098	33.7838							
           	-13.668085	9	409	0.7601	34.5439							
           	-13.614664	12	421	1.0135	35.5574							
           	-13.561243	10	431	0.8446	36.402							
           	-13.507822	11	442	0.9291	37.3311							
           	-13.4544	12	454	1.0135	38.3446							
           	-13.400979	10	464	0.8446	39.1892							
           	-13.347558	14	478	1.1824	40.3716							
           	-13.294137	15	493	1.2669	41.6385							
           	-13.240716	9	502	0.7601	42.3986							
           	-13.187295	8	510	0.6757	43.0743							
           	-13.133874	11	521	0.9291	44.0034							
           	-13.080453	8	529	0.6757	44.6791							
           	-13.027032	14	543	1.1824	45.8615							
           	-12.97361	14	557	1.1824	47.0439							
           	-12.920189	16	573	1.3514	48.3953							
           	-12.866768	7	580	0.5912	48.9865							
           	-12.813347	11	591	0.9291	49.9155							
           	-12.759926	9	600	0.7601	50.6757							
           	-12.706505	14	614	1.1824	51.8581							
           	-12.653084	12	626	1.0135	52.8716							
           	-12.599663	10	636	0.8446	53.7162							
           	-12.546242	11	647	0.9291	54.6453							
           	-12.49282	13	660	1.098	55.7432							
           	-12.439399	13	673	1.098	56.8412							
           	-12.385978	13	686	1.098	57.9392							
           	-12.332557	14	700	1.1824	59.1216							
           	-12.279136	9	709	0.7601	59.8818							
           	-12.225715	10	719	0.8446	60.7264							
           	-12.172294	17	736	1.4358	62.1622							
           	-12.118873	12	748	1.0135	63.1757							
           	-12.065452	19	767	1.6047	64.7804							
           	-12.01203	16	783	1.3514	66.1318							
           	-11.958609	10	793	0.8446	66.9764							
           	-11.905188	8	801	0.6757	67.652							
           	-11.851767	13	814	1.098	68.75							
           	-11.798346	14	828	1.1824	69.9324							
           	-11.744925	10	838	0.8446	70.777							
           	-11.691504	12	850	1.0135	71.7905							
           	-11.638083	8	858	0.6757	72.4662							
           	-11.584662	14	872	1.1824	73.6486							
           	-11.53124	13	885	1.098	74.7466							
           	-11.477819	3	888	0.2534	75							
           	-11.424398	14	902	1.1824	76.1824							
           	-11.370977	6	908	0.5068	76.6892							
           	-11.317556	11	919	0.9291	77.6182							
           	-11.264135	6	925	0.5068	78.125							
           	-11.210714	8	933	0.6757	78.8007							
           	-11.157293	13	946	1.098	79.8986							
           	-11.103872	9	955	0.7601	80.6588							
           	-11.05045	4	959	0.3378	80.9966							
           	-10.997029	7	966	0.5912	81.5878							
           	-10.943608	11	977	0.9291	82.5169							
           	-10.890187	5	982	0.4223	82.9392							
           	-10.836766	6	988	0.5068	83.4459							
           	-10.783345	6	994	0.5068	83.9527							
           	-10.729924	8	1002	0.6757	84.6284							
           	-10.676503	6	1008	0.5068	85.1351							
           	-10.623082	7	1015	0.5912	85.7264							
           	-10.56966	10	1025	0.8446	86.5709							
           	-10.516239	8	1033	0.6757	87.2466							
           	-10.462818	0	1033	0	87.2466							
           	-10.409397	4	1037	0.3378	87.5845							
           	-10.355976	11	1048	0.9291	88.5135							
           	-10.302555	8	1056	0.6757	89.1892							
           	-10.249134	8	1064	0.6757	89.8649							
           	-10.195713	0	1064	0	89.8649							
           	-10.142292	5	1069	0.4223	90.2872							
           	-10.08887	6	1075	0.5068	90.7939							
           	-10.035449	4	1079	0.3378	91.1318							
           	-9.982028	2	1081	0.1689	91.3007							
           	-9.928607	7	1088	0.5912	91.8919							
           	-9.875186	4	1092	0.3378	92.2297							
           	-9.821765	3	1095	0.2534	92.4831							
           	-9.768344	4	1099	0.3378	92.8209							
           	-9.714923	5	1104	0.4223	93.2432							
           	-9.661501	4	1108	0.3378	93.5811							
           	-9.60808	7	1115	0.5912	94.1723							
           	-9.554659	5	1120	0.4223	94.5946							
           	-9.501238	9	1129	0.7601	95.3547							
           	-9.447817	6	1135	0.5068	95.8615							
           	-9.394396	3	1138	0.2534	96.1149							
           	-9.340975	1	1139	0.0845	96.1993							
           	-9.287554	5	1144	0.4223	96.6216							
           	-9.234133	1	1145	0.0845	96.7061							
           	-9.180711	2	1147	0.1689	96.875							
           	-9.12729	1	1148	0.0845	96.9595							
           	-9.073869	3	1151	0.2534	97.2128							
           	-9.020448	1	1152	0.0845	97.2973							
           	-8.967027	2	1154	0.1689	97.4662							
           	-8.913606	4	1158	0.3378	97.8041							
           	-8.860185	0	1158	0	97.8041							
           	-8.806764	0	1158	0	97.8041							
           	-8.753343	1	1159	0.0845	97.8885							
           	-8.699921	3	1162	0.2534	98.1419							
           	-8.6465	1	1163	0.0845	98.2264							
           	-8.593079	2	1165	0.1689	98.3953							
           	-8.539658	1	1166	0.0845	98.4797							
           	-8.486237	1	1167	0.0845	98.5642							
           	-8.432816	0	1167	0	98.5642							
           	-8.379395	0	1167	0	98.5642							
           	-8.325974	0	1167	0	98.5642							
           	-8.272553	0	1167	0	98.5642							
           	-8.219131	2	1169	0.1689	98.7331							
           	-8.16571	1	1170	0.0845	98.8176							
           	-8.112289	2	1172	0.1689	98.9865							
           	-8.058868	0	1172	0	98.9865							
           	-8.005447	1	1173	0.0845	99.0709							
           	-7.952026	1	1174	0.0845	99.1554							
           	-7.898605	0	1174	0	99.1554							
           	-7.845184	0	1174	0	99.1554							
           	-7.791763	1	1175	0.0845	99.2399							
           	-7.738341	1	1176	0.0845	99.3243							
           	-7.68492	0	1176	0	99.3243							
           	-7.631499	3	1179	0.2534	99.5777							
           	-7.578078	1	1180	0.0845	99.6622							
           	-7.524657	0	1180	0	99.6622							
           	-7.471236	0	1180	0	99.6622							
           	-7.417815	0	1180	0	99.6622							
           	-7.364394	1	1181	0.0845	99.7466							
           	-7.310973	0	1181	0	99.7466							
           	-7.257551	0	1181	0	99.7466							
           	-7.20413	0	1181	0	99.7466							
           	-7.150709	0	1181	0	99.7466							
           	-7.097288	1	1182	0.0845	99.8311							
           	-7.043867	0	1182	0	99.8311							
           	-6.990446	1	1183	0.0845	99.9155							
           	-6.937025	0	1183	0	99.9155							
           	-6.883604	0	1183	0	99.9155							
           	-6.830183	1	1184	0.0845	100							
Stats for ROI: bcs_1_? [Yellow] 2646 points												
Basic Stats	       Min	      Max	      Mean	   Stdev								
     Band 1	-23.612043	-8.221417	-16.032305	2.080695								
Histogram  	        DN	   Npts	  Total	 Percent	 Acc Pct							
Band 1     	-23.612043	1	1	0.0378	0.0378							
Bin=0.06035	-23.551688	0	1	0	0.0378							
           	-23.491333	1	2	0.0378	0.0756							
           	-23.430977	0	2	0	0.0756							
           	-23.370622	0	2	0	0.0756							
           	-23.310266	0	2	0	0.0756							
           	-23.249911	0	2	0	0.0756							
           	-23.189556	0	2	0	0.0756							
           	-23.1292	0	2	0	0.0756							
           	-23.068845	0	2	0	0.0756							
           	-23.008489	0	2	0	0.0756							
           	-22.948134	0	2	0	0.0756							
           	-22.887779	0	2	0	0.0756							
           	-22.827423	1	3	0.0378	0.1134							
           	-22.767068	0	3	0	0.1134							
           	-22.706712	0	3	0	0.1134							
           	-22.646357	0	3	0	0.1134							
           	-22.586002	0	3	0	0.1134							
           	-22.525646	0	3	0	0.1134							
           	-22.465291	0	3	0	0.1134							
           	-22.404935	1	4	0.0378	0.1512							
           	-22.34458	0	4	0	0.1512							
           	-22.284225	0	4	0	0.1512							
           	-22.223869	1	5	0.0378	0.189							
           	-22.163514	1	6	0.0378	0.2268							
           	-22.103158	0	6	0	0.2268							
           	-22.042803	1	7	0.0378	0.2646							
           	-21.982448	0	7	0	0.2646							
           	-21.922092	1	8	0.0378	0.3023							
           	-21.861737	0	8	0	0.3023							
           	-21.801382	1	9	0.0378	0.3401							
           	-21.741026	2	11	0.0756	0.4157							
           	-21.680671	2	13	0.0756	0.4913							
           	-21.620315	1	14	0.0378	0.5291							
           	-21.55996	1	15	0.0378	0.5669							
           	-21.499605	0	15	0	0.5669							
           	-21.439249	3	18	0.1134	0.6803							
           	-21.378894	1	19	0.0378	0.7181							
           	-21.318538	0	19	0	0.7181							
           	-21.258183	3	22	0.1134	0.8314							
           	-21.197828	3	25	0.1134	0.9448							
           	-21.137472	2	27	0.0756	1.0204							
           	-21.077117	2	29	0.0756	1.096							
           	-21.016761	4	33	0.1512	1.2472							
           	-20.956406	2	35	0.0756	1.3228							
           	-20.896051	4	39	0.1512	1.4739							
           	-20.835695	1	40	0.0378	1.5117							
           	-20.77534	3	43	0.1134	1.6251							
           	-20.714984	7	50	0.2646	1.8896							
           	-20.654629	1	51	0.0378	1.9274							
           	-20.594274	3	54	0.1134	2.0408							
           	-20.533918	3	57	0.1134	2.1542							
           	-20.473563	2	59	0.0756	2.2298							
           	-20.413207	4	63	0.1512	2.381							
           	-20.352852	2	65	0.0756	2.4565							
           	-20.292497	2	67	0.0756	2.5321							
           	-20.232141	3	70	0.1134	2.6455							
           	-20.171786	3	73	0.1134	2.7589							
           	-20.11143	3	76	0.1134	2.8723							
           	-20.051075	6	82	0.2268	3.099							
           	-19.99072	4	86	0.1512	3.2502							
           	-19.930364	4	90	0.1512	3.4014							
           	-19.870009	4	94	0.1512	3.5525							
           	-19.809653	5	99	0.189	3.7415							
           	-19.749298	4	103	0.1512	3.8927							
           	-19.688943	10	113	0.3779	4.2706							
           	-19.628587	7	120	0.2646	4.5351							
           	-19.568232	4	124	0.1512	4.6863							
           	-19.507876	4	128	0.1512	4.8375							
           	-19.447521	6	134	0.2268	5.0642							
           	-19.387166	13	147	0.4913	5.5556							
           	-19.32681	7	154	0.2646	5.8201							
           	-19.266455	8	162	0.3023	6.1224							
           	-19.206099	13	175	0.4913	6.6138							
           	-19.145744	10	185	0.3779	6.9917							
           	-19.085389	8	193	0.3023	7.294							
           	-19.025033	13	206	0.4913	7.7853							
           	-18.964678	7	213	0.2646	8.0499							
           	-18.904323	8	221	0.3023	8.3522							
           	-18.843967	11	232	0.4157	8.768							
           	-18.783612	20	252	0.7559	9.5238							
           	-18.723256	14	266	0.5291	10.0529							
           	-18.662901	11	277	0.4157	10.4686							
           	-18.602546	22	299	0.8314	11.3001							
           	-18.54219	14	313	0.5291	11.8292							
           	-18.481835	12	325	0.4535	12.2827							
           	-18.421479	11	336	0.4157	12.6984							
           	-18.361124	19	355	0.7181	13.4165							
           	-18.300769	18	373	0.6803	14.0967							
           	-18.240413	21	394	0.7937	14.8904							
           	-18.180058	14	408	0.5291	15.4195							
           	-18.119702	11	419	0.4157	15.8352							
           	-18.059347	30	449	1.1338	16.969							
           	-17.998992	17	466	0.6425	17.6115							
           	-17.938636	25	491	0.9448	18.5563							
           	-17.878281	16	507	0.6047	19.161							
           	-17.817925	24	531	0.907	20.068							
           	-17.75757	19	550	0.7181	20.7861							
           	-17.697215	20	570	0.7559	21.542							
           	-17.636859	21	591	0.7937	22.3356							
           	-17.576504	25	616	0.9448	23.2804							
